"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ACTR3B",135.962402938425,0.816288966239501,0.516966201440385,1.57899871203404,0.11433635247384,0.263566586190839
"ACTR3BP2",0.588125110052844,1.77792686004238,0.867613666955272,2.04921490723133,0.0404411050101632,0.132728664158003
"ACTR3BP5",1.78143206809072,2.30756855309341,0.900566710879179,2.56235160062784,NA,NA
"ACTR3C",50.7008581811011,-0.0798004235604822,0.423027609911463,-0.188641170672486,0.850374062556254,0.921360853144048
"ACTR5",98.0189534426997,-0.10070965481707,0.230726334473996,-0.436489640624098,0.662481513743184,0.801563105777165
"ACTR6",264.203122878007,-0.578552736753773,0.304900052743689,-1.89751602712948,0.0577598655440283,0.167827394912124
"ACTR8",323.920678776383,-0.0856290043956022,0.26023862851711,-0.329040330728504,0.74212520424013,0.853758746263641
"ACTRT1",2.39565053347104,2.7696547323358,0.877803913367158,3.15520891415454,0.00160383217087003,0.0147780284369051
"ACTRT2",1.89674524384832,2.94390298061306,0.875134803753022,3.36394229550477,0.000768376069424172,0.0087479326640758
"ACTRT3",16.9777585857758,0.917641252020327,0.528081935443786,1.7376872610671,0.0822659345773743,0.211848772341939
"ACVR1",283.179041933715,-0.319381399494536,0.244517423199832,-1.3061703142255,0.191494645575874,0.367296347975008
